// General information: # Original fixed header
//  MT Manager version: 2022.2.0
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information:
//  DeviceId: B42DA2
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.4.0
//  Hardware Version: 1.1.0
// Device settings:
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
1	0.999997	-0.000365	-0.002267	0.000369	0.999999	0.001669	0.002267	-0.001670	0.999996
2	0.999990	-0.000858	-0.004400	0.000871	0.999995	0.002943	0.004397	-0.002947	0.999986
3	0.999977	-0.001493	-0.006605	0.001518	0.999991	0.003895	0.006599	-0.003905	0.999971
4	0.999961	-0.002237	-0.008601	0.002280	0.999985	0.004995	0.008590	-0.005014	0.999951
5	0.999943	-0.003047	-0.010218	0.003111	0.999976	0.006252	0.010199	-0.006283	0.999928
6	0.999925	-0.003857	-0.011614	0.003944	0.999964	0.007472	0.011585	-0.007517	0.999905
7	0.999907	-0.004643	-0.012831	0.004757	0.999950	0.008831	0.012789	-0.008891	0.999879
8	0.999888	-0.005348	-0.013963	0.005494	0.999931	0.010429	0.013906	-0.010505	0.999848
9	0.999868	-0.005955	-0.015098	0.006138	0.999909	0.012052	0.015025	-0.012143	0.999813
10	0.999847	-0.006551	-0.016223	0.006770	0.999887	0.013455	0.016133	-0.013563	0.999778
11	0.999825	-0.007109	-0.017306	0.007361	0.999867	0.014545	0.017200	-0.014670	0.999744
12	0.999808	-0.007675	-0.018044	0.007960	0.999844	0.015776	0.017920	-0.015917	0.999713
13	0.999796	-0.008301	-0.018416	0.008618	0.999814	0.017248	0.018269	-0.017403	0.999682
14	0.999788	-0.008910	-0.018558	0.009260	0.999780	0.018845	0.018386	-0.019012	0.999650
15	0.999780	-0.009549	-0.018695	0.009930	0.999744	0.020350	0.018496	-0.020531	0.999618
16	0.999773	-0.010221	-0.018677	0.010627	0.999706	0.021789	0.018449	-0.021983	0.999588
17	0.999769	-0.010865	-0.018548	0.011297	0.999664	0.023326	0.018288	-0.023530	0.999556
18	0.999767	-0.011468	-0.018310	0.011920	0.999622	0.024782	0.018019	-0.024994	0.999525
19	0.999762	-0.012070	-0.018197	0.012540	0.999584	0.025961	0.017876	-0.026183	0.999497
20	0.999753	-0.012882	-0.018098	0.013368	0.999546	0.027015	0.017741	-0.027250	0.999471
21	0.999745	-0.013774	-0.017907	0.014277	0.999498	0.028287	0.017508	-0.028535	0.999439
22	0.999740	-0.014532	-0.017566	0.015054	0.999437	0.029990	0.017121	-0.030247	0.999396
23	0.999734	-0.015214	-0.017339	0.015760	0.999369	0.031844	0.016843	-0.032109	0.999342
24	0.999722	-0.015777	-0.017540	0.016358	0.999304	0.033511	0.016999	-0.033788	0.999284
25	0.999706	-0.016264	-0.017996	0.016887	0.999244	0.035029	0.017412	-0.035323	0.999224
26	0.999688	-0.016764	-0.018521	0.017434	0.999177	0.036627	0.017892	-0.036938	0.999157
27	0.999670	-0.017234	-0.019057	0.017955	0.999103	0.038363	0.018379	-0.038692	0.999082
28	0.999647	-0.017688	-0.019836	0.018476	0.999018	0.040260	0.019105	-0.040612	0.998992
29	0.999617	-0.017921	-0.021094	0.018800	0.998930	0.042244	0.020314	-0.042624	0.998885
30	0.999584	-0.017966	-0.022576	0.018953	0.998839	0.044287	0.021754	-0.044696	0.998764
31	0.999542	-0.017996	-0.024325	0.019108	0.998745	0.046292	0.023462	-0.046736	0.998632
32	0.999486	-0.018116	-0.026442	0.019381	0.998641	0.048381	0.025529	-0.048869	0.998479
33	0.999415	-0.018208	-0.028941	0.019657	0.998526	0.050583	0.027978	-0.051122	0.998300
34	0.999330	-0.018093	-0.031800	0.019759	0.998405	0.052878	0.030793	-0.053471	0.998095
35	0.999229	-0.017670	-0.035065	0.019591	0.998281	0.055229	0.034029	-0.055874	0.997858
36	0.999108	-0.016990	-0.038672	0.019202	0.998158	0.057555	0.037623	-0.058246	0.997593
37	0.998962	-0.016295	-0.042540	0.018826	0.998034	0.059779	0.041482	-0.060518	0.997305
38	0.998789	-0.015687	-0.046627	0.018556	0.997919	0.061752	0.045561	-0.062542	0.997002
39	0.998601	-0.015124	-0.050663	0.018346	0.997797	0.063754	0.049587	-0.064595	0.996679
40	0.998406	-0.014445	-0.054552	0.018042	0.997655	0.066030	0.053471	-0.066909	0.996325
41	0.998202	-0.013644	-0.058364	0.017634	0.997502	0.068407	0.057285	-0.069313	0.995949
42	0.997993	-0.012811	-0.062021	0.017196	0.997350	0.070692	0.060951	-0.071617	0.995568
43	0.997779	-0.011998	-0.065515	0.016782	0.997194	0.072957	0.064456	-0.073894	0.995181
44	0.997562	-0.011285	-0.068867	0.016476	0.997027	0.075276	0.067813	-0.076228	0.994782
45	0.997347	-0.010693	-0.072006	0.016287	0.996854	0.077565	0.070950	-0.078532	0.994384
46	0.997163	-0.010227	-0.074570	0.016193	0.996676	0.079841	0.073505	-0.080822	0.994014
47	0.997009	-0.009689	-0.076673	0.015999	0.996493	0.082127	0.075609	-0.083108	0.993668
48	0.996875	-0.009121	-0.078471	0.015756	0.996311	0.084357	0.077412	-0.085330	0.993341
49	0.996738	-0.008671	-0.080234	0.015610	0.996149	0.086271	0.079177	-0.087242	0.993036
50	0.996578	-0.008284	-0.082241	0.015527	0.996015	0.087829	0.081186	-0.088805	0.992735
51	0.996416	-0.007961	-0.084212	0.015519	0.995868	0.089482	0.083152	-0.090468	0.992422
52	0.996273	-0.007535	-0.085925	0.015421	0.995686	0.091491	0.084865	-0.092476	0.992092
53	0.996144	-0.007022	-0.087453	0.015229	0.995500	0.093534	0.086403	-0.094505	0.991768
54	0.996001	-0.006510	-0.089100	0.015047	0.995317	0.095487	0.088062	-0.096446	0.991435
55	0.995835	-0.006127	-0.090973	0.015026	0.995126	0.097461	0.089932	-0.098422	0.991073
56	0.995657	-0.005867	-0.092915	0.015161	0.994908	0.099638	0.091857	-0.100614	0.990676
57	0.995488	-0.005662	-0.094719	0.015359	0.994670	0.101960	0.093637	-0.102955	0.990269
58	0.995325	-0.005423	-0.096428	0.015527	0.994420	0.104348	0.095324	-0.105358	0.989855
59	0.995162	-0.005190	-0.098111	0.015733	0.994134	0.107001	0.096980	-0.108027	0.989406
60	0.994983	-0.004959	-0.099925	0.015980	0.993825	0.109799	0.098764	-0.110845	0.988918
61	0.994775	-0.004682	-0.101983	0.016205	0.993524	0.112459	0.100796	-0.113524	0.988409
62	0.994531	-0.004331	-0.104356	0.016381	0.993243	0.114894	0.103153	-0.115976	0.987881
63	0.994264	-0.003858	-0.106887	0.016481	0.992940	0.117471	0.105679	-0.118558	0.987307
64	0.993979	-0.003240	-0.109520	0.016492	0.992599	0.120316	0.108319	-0.121398	0.986676
65	0.993689	-0.002497	-0.112146	0.016396	0.992248	0.123184	0.110969	-0.124245	0.986027
66	0.993394	-0.001630	-0.114739	0.016188	0.991890	0.126063	0.113603	-0.127087	0.985364
67	0.993080	-0.000622	-0.117438	0.015876	0.991517	0.129005	0.116361	-0.129977	0.984665
68	0.992713	0.000378	-0.120499	0.015644	0.991128	0.131986	0.119480	-0.132909	0.983900
69	0.992272	0.001240	-0.124079	0.015605	0.990764	0.134697	0.123100	-0.135592	0.983088
70	0.991817	0.001942	-0.127650	0.015706	0.990432	0.137105	0.126695	-0.137988	0.982297
71	0.991406	0.002480	-0.130799	0.015941	0.990080	0.139600	0.129848	-0.140485	0.981531
72	0.991023	0.003055	-0.133656	0.016164	0.989667	0.142471	0.132710	-0.143352	0.980733
73	0.990639	0.003763	-0.136452	0.016262	0.989248	0.145342	0.135532	-0.146200	0.979927
74	0.990231	0.004354	-0.139371	0.016483	0.988849	0.148005	0.138461	-0.148856	0.979117
75	0.989787	0.004792	-0.142471	0.016884	0.988459	0.150543	0.141548	-0.151411	0.978284
76	0.989331	0.005147	-0.145592	0.017414	0.988032	0.153263	0.144639	-0.154163	0.977401
77	0.988897	0.005521	-0.148497	0.017941	0.987564	0.156190	0.147513	-0.157121	0.976500
78	0.988473	0.005938	-0.151281	0.018418	0.987093	0.159085	0.150273	-0.160038	0.975605
79	0.988054	0.006466	-0.153972	0.018761	0.986641	0.161826	0.152962	-0.162782	0.974733
80	0.987604	0.007153	-0.156804	0.019001	0.986167	0.164660	0.155813	-0.165598	0.973807
81	0.987121	0.007853	-0.159785	0.019278	0.985677	0.167539	0.158812	-0.168462	0.972830
82	0.986613	0.008512	-0.162857	0.019573	0.985238	0.170070	0.161901	-0.170981	0.971881
83	0.986089	0.009119	-0.165966	0.019932	0.984800	0.172542	0.165016	-0.173450	0.970920
84	0.985569	0.009687	-0.168996	0.020381	0.984308	0.175281	0.168042	-0.176196	0.969906
85	0.985061	0.010242	-0.171899	0.020844	0.983799	0.178062	0.170938	-0.178985	0.968888
86	0.984563	0.010787	-0.174699	0.021327	0.983268	0.180912	0.173727	-0.181845	0.967859
87	0.984063	0.011289	-0.177459	0.021865	0.982728	0.183762	0.176468	-0.184714	0.966819
88	0.983571	0.011501	-0.180156	0.022658	0.982211	0.186407	0.179095	-0.187427	0.965814
89	0.983074	0.011583	-0.182842	0.023549	0.981732	0.188806	0.181689	-0.189916	0.964842
90	0.982560	0.011859	-0.185566	0.024305	0.981211	0.191403	0.184349	-0.192575	0.963810
91	0.982064	0.012234	-0.188150	0.024960	0.980674	0.194051	0.186888	-0.195267	0.962779
92	0.981568	0.012545	-0.190699	0.025665	0.980151	0.196582	0.189380	-0.197853	0.961764
93	0.981100	0.012838	-0.193076	0.026394	0.979592	0.199255	0.191694	-0.200585	0.960739
94	0.980615	0.013059	-0.195508	0.027237	0.979005	0.202009	0.194041	-0.203418	0.959671
95	0.980112	0.013224	-0.198004	0.028125	0.978449	0.204563	0.196442	-0.206064	0.958618
96	0.979617	0.013460	-0.200423	0.028927	0.977900	0.207061	0.198781	-0.208638	0.957578
97	0.979143	0.013768	-0.202707	0.029685	0.977300	0.209769	0.200994	-0.211411	0.956508
98	0.978690	0.014075	-0.204862	0.030450	0.976671	0.212570	0.203074	-0.214278	0.955430
99	0.978250	0.014342	-0.206934	0.031217	0.976066	0.215222	0.205068	-0.217001	0.954389
100	0.977792	0.014603	-0.209069	0.031985	0.975486	0.217727	0.207123	-0.219578	0.953355
101	0.977318	0.014847	-0.211255	0.032761	0.974932	0.220078	0.209227	-0.222008	0.952332
102	0.976843	0.015089	-0.213425	0.033511	0.974409	0.222269	0.211317	-0.224274	0.951339
103	0.976399	0.015287	-0.215434	0.034303	0.973853	0.224574	0.213234	-0.226664	0.950344
104	0.976050	0.015317	-0.217007	0.035171	0.973285	0.226889	0.214685	-0.229087	0.949436
105	0.975693	0.015361	-0.218604	0.036041	0.972709	0.229212	0.216159	-0.231520	0.948511
106	0.975374	0.015214	-0.220031	0.037048	0.972141	0.231450	0.217422	-0.233902	0.947638
107	0.975107	0.014894	-0.221233	0.038179	0.971562	0.233685	0.218422	-0.236315	0.946809
108	0.974915	0.014411	-0.222112	0.039415	0.970953	0.236002	0.219061	-0.238836	0.946028
109	0.974773	0.013765	-0.222772	0.040734	0.970362	0.238196	0.219449	-0.241262	0.945323
110	0.974738	0.012948	-0.222975	0.042120	0.969750	0.240440	0.219343	-0.243757	0.944707
111	0.974750	0.011869	-0.222984	0.043785	0.969042	0.242983	0.218965	-0.246611	0.944054
112	0.974766	0.010582	-0.222977	0.045664	0.968301	0.245578	0.218507	-0.249563	0.943384
113	0.974702	0.009458	-0.223309	0.047370	0.967667	0.247745	0.218432	-0.252056	0.942738
114	0.974581	0.008635	-0.223869	0.048770	0.967115	0.249620	0.218662	-0.254193	0.942111
115	0.974514	0.007420	-0.224206	0.050575	0.966454	0.251810	0.218553	-0.256732	0.941447
116	0.974534	0.005885	-0.224161	0.052712	0.965632	0.254513	0.217955	-0.259848	0.940731
117	0.974646	0.004283	-0.223714	0.054839	0.964751	0.257386	0.216930	-0.263129	0.940056
118	0.974804	0.002865	-0.223044	0.056692	0.963903	0.260148	0.215738	-0.266238	0.939454
119	0.974958	0.001272	-0.222386	0.058641	0.963122	0.262598	0.214519	-0.269063	0.938928
120	0.975186	-0.000988	-0.221386	0.061140	0.962303	0.265019	0.212779	-0.271978	0.938484
121	0.975443	-0.003262	-0.220228	0.063605	0.961462	0.267480	0.210868	-0.274919	0.938059
122	0.975705	-0.006026	-0.219007	0.066530	0.960568	0.269969	0.208745	-0.277981	0.937631
123	0.975999	-0.009499	-0.217568	0.070184	0.959464	0.272952	0.206156	-0.281671	0.937102
124	0.976258	-0.013220	-0.216207	0.074200	0.958158	0.276457	0.203505	-0.285936	0.936390
125	0.976421	-0.016686	-0.215230	0.078022	0.956890	0.279775	0.201283	-0.289971	0.935629
126	0.976504	-0.019505	-0.214613	0.081238	0.955739	0.282778	0.199598	-0.293568	0.934868
127	0.976540	-0.022112	-0.214197	0.084317	0.954552	0.285868	0.198141	-0.297222	0.934023
128	0.976555	-0.025267	-0.213778	0.087932	0.953280	0.289008	0.196488	-0.301030	0.933152
129	0.976526	-0.029265	-0.213404	0.092378	0.951891	0.292181	0.194587	-0.305036	0.932249
