// General information: # Original fixed header
//  MT Manager version: 2022.2.0
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information:
//  DeviceId: B42D4D
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.4.0
//  Hardware Version: 1.1.0
// Device settings:
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
6180	0.934932	0.311932	0.169116	-0.311292	0.949809	-0.030978	-0.170291	-0.023681	0.985109
6181	0.934166	0.317981	0.161933	-0.316083	0.947968	-0.038055	-0.165608	-0.015635	0.986068
6182	0.933285	0.323500	0.155972	-0.320346	0.946200	-0.045659	-0.162351	-0.007353	0.986706
6183	0.931453	0.330396	0.152425	-0.326210	0.943842	-0.052430	-0.161188	-0.000887	0.986923
6184	0.928921	0.338528	0.150017	-0.333296	0.940942	-0.059521	-0.161307	0.005290	0.986890
6185	0.926366	0.346465	0.147673	-0.339946	0.937974	-0.068128	-0.162117	0.012911	0.986687
6186	0.923700	0.354686	0.144828	-0.346637	0.934723	-0.078331	-0.163157	0.022151	0.986351
6187	0.921006	0.362792	0.141877	-0.353060	0.931308	-0.089522	-0.164609	0.032359	0.985828
6188	0.918232	0.370637	0.139563	-0.359142	0.927798	-0.101033	-0.166933	0.042649	0.985045
6189	0.915464	0.378017	0.137945	-0.364757	0.924312	-0.112251	-0.169937	0.052445	0.984058
6190	0.912993	0.384288	0.136990	-0.369286	0.921156	-0.122882	-0.173411	0.061602	0.982921
6191	0.911028	0.388929	0.136974	-0.372148	0.918585	-0.133070	-0.177577	0.070256	0.981596
6192	0.909457	0.392243	0.137959	-0.373562	0.916493	-0.143151	-0.182588	0.078654	0.980038
6193	0.908259	0.394348	0.139844	-0.373633	0.914850	-0.153128	-0.188322	0.086830	0.978261
6194	0.907194	0.395922	0.142282	-0.372952	0.913328	-0.163521	-0.194691	0.095281	0.976226
6195	0.906189	0.397155	0.145221	-0.371735	0.911861	-0.174131	-0.201578	0.103812	0.973956
6196	0.905253	0.398115	0.148399	-0.370162	0.910463	-0.184491	-0.208561	0.112079	0.971566
6197	0.904248	0.399052	0.151967	-0.368553	0.909095	-0.194207	-0.215650	0.119603	0.969118
6198	0.903155	0.399729	0.156611	-0.366796	0.908027	-0.202357	-0.223095	0.125316	0.966708
6199	0.901959	0.400534	0.161379	-0.365687	0.907232	-0.207854	-0.229660	0.128461	0.964756
6200	0.900602	0.401945	0.165398	-0.366159	0.906650	-0.209554	-0.234188	0.128163	0.963707
6201	0.899005	0.404604	0.167584	-0.369492	0.906183	-0.205691	-0.235085	0.122996	0.964161
6202	0.897800	0.409473	0.162132	-0.375106	0.903881	-0.205658	-0.230759	0.123823	0.965100
6203	0.897126	0.413354	0.155893	-0.378439	0.901130	-0.211540	-0.227921	0.130782	0.964856
6204	0.895848	0.414826	0.159297	-0.377582	0.899632	-0.219305	-0.234282	0.136316	0.962564
6205	0.893968	0.417866	0.161892	-0.377682	0.896992	-0.229699	-0.241199	0.144200	0.959703
6206	0.891810	0.421368	0.164693	-0.376494	0.893089	-0.246261	-0.250852	0.157612	0.955108
6207	0.889787	0.423754	0.169443	-0.373088	0.889239	-0.264688	-0.262838	0.172299	0.949331
6208	0.886346	0.427070	0.178889	-0.370754	0.886048	-0.278319	-0.277366	0.180363	0.943683
6209	0.882085	0.429556	0.193410	-0.367793	0.884498	-0.287041	-0.294371	0.182059	0.938190
6210	0.877142	0.430508	0.212801	-0.362854	0.884402	-0.293548	-0.314577	0.180268	0.931958
6211	0.871629	0.431258	0.232980	-0.357592	0.884546	-0.299510	-0.335248	0.177750	0.925210
6212	0.866715	0.433599	0.246570	-0.355436	0.883681	-0.304585	-0.349957	0.176349	0.920017
6213	0.862234	0.437447	0.255328	-0.357196	0.882549	-0.305808	-0.359114	0.172476	0.917218
6214	0.857582	0.441151	0.264458	-0.360674	0.882349	-0.302283	-0.366697	0.163849	0.915799
6215	0.851960	0.440194	0.283538	-0.358959	0.885250	-0.295772	-0.381199	0.150208	0.912209
6216	0.844677	0.434266	0.312943	-0.350909	0.890730	-0.288898	-0.404206	0.134212	0.904768
6217	0.838091	0.426857	0.339701	-0.338772	0.895313	-0.289222	-0.427595	0.127313	0.894960
6218	0.836097	0.422555	0.349841	-0.326804	0.895868	-0.301032	-0.440614	0.137363	0.887125
6219	0.845959	0.421117	0.327130	-0.318191	0.890924	-0.324050	-0.427911	0.170043	0.887681
6220	0.863464	0.417175	0.283539	-0.312399	0.883623	-0.348735	-0.396026	0.212543	0.893302
6221	0.879215	0.408046	0.245924	-0.306376	0.879550	-0.364039	-0.364848	0.244723	0.898330
6222	0.879839	0.401453	0.254400	-0.298764	0.883466	-0.360872	-0.369627	0.241503	0.897247
6223	0.866979	0.400038	0.297181	-0.291570	0.890802	-0.348509	-0.404146	0.215501	0.888946
6224	0.850641	0.399525	0.341744	-0.284924	0.896606	-0.338991	-0.441845	0.190989	0.876525
6225	0.850605	0.396328	0.345536	-0.277982	0.896770	-0.344281	-0.446315	0.196794	0.872969
6226	0.867105	0.389444	0.310584	-0.273117	0.893127	-0.357396	-0.416577	0.225074	0.880798
6227	0.887936	0.376663	0.263999	-0.267377	0.889692	-0.370078	-0.374272	0.258018	0.890700
6228	0.896790	0.364811	0.250360	-0.258158	0.890966	-0.373542	-0.359334	0.270356	0.893189
6229	0.891369	0.361616	0.273305	-0.249054	0.894503	-0.371263	-0.378727	0.262864	0.887394
6230	0.879640	0.360382	0.310416	-0.238026	0.898560	-0.368691	-0.411797	0.250429	0.876190
6231	0.868515	0.358114	0.342689	-0.228719	0.902922	-0.363895	-0.439737	0.237669	0.866109
6232	0.863134	0.355580	0.358556	-0.223687	0.905810	-0.359821	-0.452729	0.230370	0.861375
6233	0.863276	0.353572	0.360197	-0.221002	0.906382	-0.360042	-0.453777	0.231211	0.860598
6234	0.864495	0.351806	0.358999	-0.218046	0.906005	-0.362781	-0.452884	0.235344	0.859947
6235	0.863873	0.349825	0.362418	-0.213962	0.906205	-0.364709	-0.456009	0.237519	0.857695
6236	0.864623	0.346923	0.363415	-0.210059	0.906687	-0.365778	-0.456401	0.239921	0.856817
6237	0.864623	0.346923	0.363415	-0.210059	0.906687	-0.365778	-0.456401	0.239921	0.856817
6238	0.864623	0.346923	0.363415	-0.210059	0.906687	-0.365778	-0.456401	0.239921	0.856817
6239	0.868530	0.343896	0.356918	-0.208154	0.906625	-0.367020	-0.449807	0.244474	0.859014
6240	0.873789	0.338454	0.349203	-0.204387	0.907160	-0.367813	-0.441271	0.250018	0.861842
6241	0.877031	0.333969	0.345373	-0.200924	0.907956	-0.367757	-0.436403	0.253141	0.863408
6242	0.878371	0.330072	0.345711	-0.196662	0.908789	-0.368003	-0.435646	0.255255	0.863167
6243	0.878069	0.326518	0.349830	-0.191971	0.909992	-0.367509	-0.438341	0.255541	0.861717
6244	0.876787	0.324016	0.355328	-0.188416	0.911310	-0.366079	-0.442429	0.254024	0.860074
6245	0.876739	0.321465	0.357755	-0.186192	0.912678	-0.363802	-0.443464	0.252348	0.860035
6246	0.877665	0.318264	0.358347	-0.184004	0.914143	-0.361228	-0.442546	0.251100	0.860872
6247	0.878770	0.315202	0.358345	-0.181904	0.915399	-0.359104	-0.441219	0.250386	0.861762
6248	0.880156	0.312337	0.357450	-0.179777	0.916268	-0.357958	-0.439323	0.250798	0.862610
6249	0.882122	0.309496	0.355068	-0.178055	0.916998	-0.356948	-0.436071	0.251650	0.864011
6250	0.884898	0.306234	0.350964	-0.176706	0.917875	-0.355359	-0.430964	0.252439	0.866339
6251	0.888109	0.302657	0.345921	-0.175228	0.918710	-0.353931	-0.424920	0.253715	0.868948
6252	0.890744	0.298921	0.342378	-0.172740	0.919419	-0.353312	-0.420401	0.255568	0.870602
6253	0.892005	0.295577	0.341995	-0.169512	0.920103	-0.353094	-0.419037	0.256989	0.870841
6254	0.892498	0.292774	0.343118	-0.166522	0.920844	-0.352585	-0.419186	0.257545	0.870605
6255	0.892932	0.290619	0.343821	-0.164305	0.921418	-0.352126	-0.419138	0.257933	0.870514
6256	0.894082	0.288185	0.342881	-0.161958	0.921735	-0.352384	-0.417597	0.259528	0.870780
6257	0.895799	0.285524	0.340618	-0.159971	0.922127	-0.352265	-0.414673	0.261069	0.871716
6258	0.897827	0.282728	0.337598	-0.158345	0.922665	-0.351592	-0.410894	0.262211	0.873162
6259	0.899369	0.280794	0.335099	-0.157310	0.922988	-0.351209	-0.407909	0.263152	0.874278
6260	0.899369	0.280794	0.335099	-0.157310	0.922988	-0.351209	-0.407909	0.263152	0.874278
6261	0.900977	0.279433	0.331899	-0.156817	0.922999	-0.351398	-0.404535	0.264555	0.875421
6262	0.903227	0.277865	0.327064	-0.156422	0.922826	-0.352029	-0.399640	0.266802	0.876986
6263	0.905624	0.276230	0.321780	-0.155974	0.922542	-0.352972	-0.394357	0.269470	0.878560
6264	0.908240	0.274342	0.315969	-0.155382	0.922217	-0.354081	-0.388531	0.272494	0.880222
6265	0.908929	0.273828	0.314431	-0.155219	0.922134	-0.354366	-0.386983	0.273288	0.880658
6266	0.910322	0.272778	0.311296	-0.154874	0.921956	-0.354980	-0.383832	0.274935	0.881523
6267	0.912897	0.270807	0.305424	-0.154226	0.921604	-0.356175	-0.377934	0.278046	0.883095
6268	0.915143	0.269099	0.300164	-0.153756	0.921296	-0.357174	-0.372655	0.280714	0.884493
6269	0.915679	0.268651	0.298929	-0.153582	0.921216	-0.357454	-0.371408	0.281403	0.884798
6270	0.916359	0.268074	0.297358	-0.153291	0.921066	-0.357966	-0.369848	0.282443	0.885121
6271	0.918305	0.266434	0.292796	-0.152609	0.920706	-0.359180	-0.365277	0.285154	0.886149
6272	0.919966	0.265010	0.288847	-0.152210	0.920536	-0.359786	-0.361241	0.287026	0.887199
6273	0.920962	0.263932	0.286650	-0.151667	0.920455	-0.360222	-0.358923	0.288276	0.887734
6274	0.921704	0.262810	0.285295	-0.150717	0.920349	-0.360891	-0.357417	0.289636	0.887899
6275	0.922888	0.261413	0.282737	-0.149916	0.920243	-0.361494	-0.354686	0.291231	0.888472
6276	0.924587	0.259833	0.278615	-0.149500	0.920121	-0.361976	-0.350413	0.293025	0.889577
6277	0.926192	0.258526	0.274468	-0.149247	0.919845	-0.362782	-0.346257	0.295042	0.890537
6278	0.927738	0.257350	0.270320	-0.149078	0.919494	-0.363740	-0.342166	0.297157	0.891415
6279	0.929336	0.256205	0.265883	-0.149101	0.919166	-0.364558	-0.337792	0.299153	0.892415
6280	0.929336	0.256205	0.265883	-0.149101	0.919166	-0.364558	-0.337792	0.299153	0.892415
6281	0.930176	0.255684	0.263435	-0.149208	0.918948	-0.365063	-0.335424	0.300267	0.892934
6282	0.931319	0.255044	0.259997	-0.149379	0.918557	-0.365975	-0.332162	0.302002	0.893568
6283	0.931319	0.255044	0.259997	-0.149379	0.918557	-0.365975	-0.332162	0.302002	0.893568
6284	0.931319	0.255044	0.259997	-0.149379	0.918557	-0.365975	-0.332162	0.302002	0.893568
6285	0.931319	0.255044	0.259997	-0.149379	0.918557	-0.365975	-0.332162	0.302002	0.893568
6286	0.931416	0.254951	0.259740	-0.149337	0.918524	-0.366076	-0.331909	0.302180	0.893602
6287	0.932112	0.254328	0.257846	-0.149209	0.918389	-0.366467	-0.330006	0.303115	0.893990
6288	0.933201	0.253217	0.254985	-0.148905	0.918256	-0.366925	-0.327053	0.304446	0.894622
6289	0.934127	0.252459	0.252333	-0.148911	0.918105	-0.367300	-0.324397	0.305530	0.895220
6290	0.934984	0.251872	0.249731	-0.149085	0.917939	-0.367643	-0.321837	0.306509	0.895808
6291	0.935932	0.251236	0.246803	-0.149292	0.917734	-0.368071	-0.318972	0.307644	0.896444
6292	0.936184	0.251081	0.246004	-0.149364	0.917672	-0.368196	-0.318198	0.307955	0.896612
6293	0.936184	0.251081	0.246004	-0.149364	0.917672	-0.368196	-0.318198	0.307955	0.896612
6294	0.936184	0.251081	0.246004	-0.149364	0.917672	-0.368196	-0.318198	0.307955	0.896612
6295	0.936184	0.251081	0.246004	-0.149364	0.917672	-0.368196	-0.318198	0.307955	0.896612
6296	0.936843	0.250396	0.244188	-0.149221	0.917600	-0.368435	-0.316321	0.308728	0.897011
6297	0.937404	0.249846	0.242591	-0.149142	0.917523	-0.368658	-0.314691	0.309401	0.897352
6298	0.937404	0.249846	0.242591	-0.149142	0.917523	-0.368658	-0.314691	0.309401	0.897352
6299	0.937886	0.249791	0.240780	-0.149596	0.917330	-0.368954	-0.313036	0.310017	0.897718
6300	0.938226	0.249938	0.239297	-0.150175	0.917160	-0.369141	-0.311736	0.310401	0.898038
6301	0.938377	0.250009	0.238628	-0.150455	0.917095	-0.369188	-0.311145	0.310535	0.898196
6302	0.938377	0.250009	0.238628	-0.150455	0.917095	-0.369188	-0.311145	0.310535	0.898196
6303	0.938837	0.249513	0.237338	-0.150415	0.917112	-0.369162	-0.309776	0.310884	0.898549
6304	0.939355	0.249156	0.235656	-0.150649	0.917090	-0.369121	-0.308087	0.311234	0.899008
6305	0.939845	0.248956	0.233907	-0.151070	0.917050	-0.369049	-0.306382	0.311512	0.899495
