// General information: # Original fixed header
//  MT Manager version: 2022.2.0
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information:
//  DeviceId: B42DAE
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.4.0
//  Hardware Version: 1.1.0
// Device settings:
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
5273	-0.947227	-0.316077	-0.053435	-0.318248	0.947226	0.038481	0.038453	0.053455	-0.997830
5274	-0.942256	-0.326472	-0.074626	-0.331367	0.941143	0.066679	0.048464	0.087557	-0.994980
5275	-0.944770	-0.326716	-0.025810	-0.327681	0.943105	0.056382	0.005921	0.061726	-0.998076
5276	-0.947322	-0.319742	0.018588	-0.318724	0.946843	0.043627	-0.031550	0.035405	-0.998875
5277	-0.950921	-0.308876	-0.018579	-0.309428	0.949563	0.050837	0.001940	0.054090	-0.998534
5278	-0.950525	-0.303799	-0.064868	-0.308000	0.948852	0.069399	0.040467	0.085945	-0.995478
5279	-0.949374	-0.304993	-0.075288	-0.310622	0.947167	0.079924	0.046935	0.099264	-0.993954
5280	-0.948799	-0.307280	-0.073210	-0.312650	0.946588	0.078872	0.045064	0.097722	-0.994193
5281	-0.949574	-0.305252	-0.071623	-0.310492	0.947258	0.079355	0.043622	0.097592	-0.994270
5282	-0.950031	-0.304577	-0.068370	-0.309599	0.947349	0.081720	0.039880	0.098804	-0.994307
5283	-0.949475	-0.304049	-0.077794	-0.310161	0.946912	0.084608	0.047939	0.104462	-0.993373
5284	-0.949444	-0.300834	-0.089752	-0.308497	0.947041	0.089121	0.058188	0.112304	-0.991969
5285	-0.950474	-0.296307	-0.093819	-0.304684	0.947903	0.092993	0.061377	0.116973	-0.991237
5286	-0.951965	-0.291977	-0.092259	-0.300377	0.948957	0.096200	0.059462	0.119292	-0.991077
5287	-0.953381	-0.288776	-0.087597	-0.296754	0.949871	0.098403	0.054789	0.119810	-0.991284
5288	-0.954798	-0.285998	-0.081025	-0.293231	0.950905	0.098969	0.048743	0.118255	-0.991786
5289	-0.956546	-0.281929	-0.074404	-0.288433	0.952292	0.099733	0.042736	0.116859	-0.992229
5290	-0.958439	-0.276598	-0.069919	-0.282674	0.953826	0.101544	0.038604	0.117088	-0.992371
5291	-0.960027	-0.271703	-0.067274	-0.277574	0.955090	0.103712	0.036074	0.118240	-0.992330
5292	-0.960989	-0.268601	-0.065981	-0.274392	0.955830	0.105348	0.034770	0.119343	-0.992244
5293	-0.961288	-0.267378	-0.066598	-0.273254	0.956142	0.105474	0.035476	0.119589	-0.992189
5294	-0.961125	-0.266717	-0.071421	-0.273129	0.956311	0.104263	0.040492	0.119717	-0.991982
5295	-0.960687	-0.265267	-0.081933	-0.272878	0.956563	0.102588	0.051161	0.120912	-0.991344
5296	-0.960269	-0.262743	-0.094069	-0.271785	0.956996	0.101444	0.063370	0.122981	-0.990384
5297	-0.960576	-0.259252	-0.100406	-0.269086	0.957772	0.101320	0.069899	0.124344	-0.989774
5298	-0.962059	-0.255354	-0.096108	-0.264691	0.958954	0.101714	0.066190	0.123293	-0.990160
5299	-0.964212	-0.251407	-0.084196	-0.259323	0.960380	0.102086	0.055195	0.120267	-0.991206
5300	-0.966412	-0.247593	-0.068892	-0.253726	0.961829	0.102511	0.040881	0.116548	-0.992343
5301	-0.968116	-0.243896	-0.057153	-0.248709	0.963086	0.103000	0.029922	0.113930	-0.993038
5302	-0.969261	-0.240392	-0.052387	-0.244687	0.964101	0.103140	0.025712	0.112787	-0.993286
5303	-0.969968	-0.237165	-0.053985	-0.241656	0.964869	0.103100	0.027637	0.113049	-0.993205
5304	-0.970376	-0.234394	-0.058565	-0.239413	0.965454	0.102857	0.032433	0.113831	-0.992971
5305	-0.970654	-0.232149	-0.062750	-0.237640	0.965945	0.102361	0.036850	0.114269	-0.992766
5306	-0.970939	-0.230353	-0.064931	-0.236089	0.966361	0.102018	0.039246	0.114382	-0.992661
5307	-0.971368	-0.228572	-0.064801	-0.234302	0.966797	0.102010	0.039333	0.114273	-0.992670
5308	-0.971911	-0.226547	-0.063757	-0.232176	0.967284	0.102250	0.038507	0.114181	-0.992713
5309	-0.972544	-0.224263	-0.062165	-0.229743	0.967806	0.102813	0.037107	0.114272	-0.992756
5310	-0.973236	-0.221922	-0.059681	-0.227154	0.968340	0.103534	0.034815	0.114319	-0.992834
5311	-0.973864	-0.219857	-0.057023	-0.224824	0.968795	0.104362	0.032299	0.114454	-0.992903
5312	-0.974405	-0.218052	-0.054667	-0.222783	0.969179	0.105164	0.030051	0.114651	-0.992951
5313	-0.974800	-0.216532	-0.053657	-0.221173	0.969481	0.105775	0.029116	0.114977	-0.992941
5314	-0.974950	-0.215408	-0.055426	-0.220276	0.969626	0.106317	0.030841	0.115863	-0.992786
5315	-0.975000	-0.214504	-0.057998	-0.219693	0.969703	0.106821	0.033328	0.116892	-0.992585
5316	-0.975037	-0.213677	-0.060382	-0.219162	0.969786	0.107155	0.035661	0.117714	-0.992407
5317	-0.975054	-0.212854	-0.062949	-0.218668	0.969838	0.107695	0.038127	0.118773	-0.992189
5318	-0.975125	-0.212023	-0.064639	-0.218078	0.969873	0.108570	0.039673	0.119966	-0.991985
5319	-0.975351	-0.211184	-0.063972	-0.217206	0.969946	0.109660	0.038891	0.120852	-0.991908
5320	-0.975702	-0.210258	-0.061622	-0.216049	0.970057	0.110960	0.036447	0.121577	-0.991913
5321	-0.975982	-0.209365	-0.060209	-0.215041	0.970110	0.112441	0.034868	0.122688	-0.991833
5322	-0.976122	-0.208744	-0.060094	-0.214466	0.970053	0.114025	0.034492	0.124191	-0.991659
5323	-0.976165	-0.208358	-0.060734	-0.214214	0.969934	0.115503	0.034842	0.125760	-0.991449
5324	-0.976091	-0.208174	-0.062523	-0.214307	0.969753	0.116838	0.036309	0.127444	-0.991181
5325	-0.975964	-0.208052	-0.064879	-0.214533	0.969558	0.118036	0.038347	0.129118	-0.990888
5326	-0.975874	-0.207937	-0.066577	-0.214685	0.969386	0.119165	0.039759	0.130583	-0.990640
5327	-0.975846	-0.207809	-0.067375	-0.214713	0.969223	0.120435	0.040274	0.131992	-0.990432
5328	-0.975869	-0.207700	-0.067385	-0.214668	0.969044	0.121945	0.039971	0.133468	-0.990247
5329	-0.975957	-0.207586	-0.066453	-0.214499	0.968862	0.123683	0.038709	0.134964	-0.990094
5330	-0.976044	-0.207419	-0.065684	-0.214297	0.968677	0.125462	0.037604	0.136532	-0.989922
5331	-0.976012	-0.207355	-0.066363	-0.214391	0.968435	0.127164	0.037900	0.138342	-0.989659
5332	-0.975908	-0.207517	-0.067375	-0.214759	0.968130	0.128850	0.038489	0.140215	-0.989373
5333	-0.975819	-0.207836	-0.067689	-0.215179	0.967832	0.130382	0.038413	0.141794	-0.989151
5334	-0.975720	-0.208269	-0.067785	-0.215678	0.967523	0.131841	0.038125	0.143260	-0.988951
5335	-0.975575	-0.208771	-0.068330	-0.216320	0.967148	0.133531	0.038208	0.145050	-0.988686
5336	-0.975420	-0.209427	-0.068534	-0.217070	0.966728	0.135343	0.037910	0.146893	-0.988426
5337	-0.975283	-0.210198	-0.068120	-0.217840	0.966304	0.137117	0.037003	0.148568	-0.988210
5338	-0.975118	-0.210971	-0.068086	-0.218665	0.965872	0.138842	0.036470	0.150276	-0.987971
5339	-0.974901	-0.211733	-0.068834	-0.219592	0.965432	0.140433	0.036720	0.152023	-0.987695
5340	-0.974667	-0.212590	-0.069494	-0.220598	0.964981	0.141948	0.036884	0.153682	-0.987432
5341	-0.974481	-0.213617	-0.068960	-0.221579	0.964565	0.143235	0.035919	0.154860	-0.987283
5342	-0.974301	-0.214779	-0.067876	-0.222604	0.964147	0.144459	0.034415	0.155856	-0.987180
5343	-0.974043	-0.216067	-0.067489	-0.223863	0.963659	0.145765	0.033542	0.157090	-0.987015
5344	-0.973722	-0.217452	-0.067681	-0.225302	0.963150	0.146906	0.033242	0.158294	-0.986832
5345	-0.973350	-0.218902	-0.068352	-0.226877	0.962628	0.147902	0.033421	0.159468	-0.986637
5346	-0.972977	-0.220291	-0.069198	-0.228419	0.962112	0.148880	0.033779	0.160663	-0.986431
5347	-0.972658	-0.221715	-0.069126	-0.229844	0.961644	0.149708	0.033282	0.161503	-0.986311
5348	-0.972358	-0.223296	-0.068256	-0.231288	0.961193	0.150380	0.032028	0.162010	-0.986269
5349	-0.972007	-0.225030	-0.067559	-0.232909	0.960701	0.151022	0.030920	0.162529	-0.986219
5350	-0.971610	-0.226890	-0.067050	-0.234683	0.960176	0.151612	0.029981	0.163044	-0.986163
5351	-0.971147	-0.228816	-0.067213	-0.236623	0.959644	0.151960	0.029729	0.163480	-0.986099
5352	-0.970597	-0.230726	-0.068611	-0.238744	0.959098	0.152093	0.030713	0.164002	-0.985982
5353	-0.970017	-0.232714	-0.070076	-0.240949	0.958548	0.152081	0.031780	0.164406	-0.985881
5354	-0.969447	-0.234921	-0.070603	-0.243207	0.958027	0.151773	0.031985	0.164308	-0.985890
5355	-0.968830	-0.237337	-0.070988	-0.245641	0.957490	0.151241	0.032075	0.163965	-0.985945
5356	-0.968188	-0.239805	-0.071449	-0.248138	0.956930	0.150704	0.032233	0.163640	-0.985993
5357	-0.967535	-0.242314	-0.071839	-0.250662	0.956368	0.150095	0.032334	0.163229	-0.986058
5358	-0.966875	-0.244872	-0.072045	-0.253202	0.955802	0.149434	0.032269	0.162726	-0.986143
5359	-0.966198	-0.247584	-0.071859	-0.255838	0.955169	0.148990	0.031750	0.162338	-0.986224
5360	-0.965521	-0.250401	-0.071195	-0.258503	0.954513	0.148597	0.030747	0.161877	-0.986332
5361	-0.964760	-0.253385	-0.070956	-0.261402	0.953786	0.148192	0.030128	0.161518	-0.986410
5362	-0.963928	-0.256453	-0.071239	-0.264471	0.952992	0.147855	0.029973	0.161363	-0.986440
5363	-0.963045	-0.259542	-0.071982	-0.267630	0.952185	0.147372	0.030291	0.161190	-0.986458
5364	-0.962048	-0.262763	-0.073612	-0.271059	0.951307	0.146769	0.031463	0.161152	-0.986428
5365	-0.961008	-0.266081	-0.075258	-0.274582	0.950413	0.146010	0.032676	0.160982	-0.986416
5366	-0.959969	-0.269421	-0.076623	-0.278068	0.949567	0.144918	0.033714	0.160423	-0.986472
5367	-0.958928	-0.272762	-0.077837	-0.281520	0.948760	0.143531	0.034699	0.159548	-0.986580
5368	-0.957976	-0.276209	-0.077395	-0.284800	0.948042	0.141794	0.034209	0.157878	-0.986866
5369	-0.957165	-0.279707	-0.074828	-0.287792	0.947437	0.139781	0.031797	0.155328	-0.987351
5370	-0.956443	-0.283049	-0.071417	-0.290507	0.946927	0.137602	0.028679	0.152355	-0.987910
5371	-0.955769	-0.286100	-0.068214	-0.292989	0.946449	0.135615	0.025762	0.149602	-0.988411
5372	-0.955123	-0.288971	-0.065077	-0.295327	0.945948	0.134027	0.022829	0.147231	-0.988839
5373	-0.954471	-0.291692	-0.062455	-0.297613	0.945395	0.132873	0.020287	0.145410	-0.989163
5374	-0.953760	-0.294258	-0.061267	-0.299970	0.944734	0.132271	0.018959	0.144533	-0.989318
5375	-0.953002	-0.296883	-0.060393	-0.302443	0.943955	0.132200	0.017760	0.144252	-0.989382
5376	-0.952250	-0.299675	-0.058445	-0.304932	0.943107	0.132539	0.015401	0.144031	-0.989453
5377	-0.951515	-0.302731	-0.054517	-0.307405	0.942182	0.133401	0.010980	0.143692	-0.989562
5378	-0.950789	-0.305840	-0.049622	-0.309791	0.941214	0.134708	0.005506	0.143451	-0.989642
5379	-0.949997	-0.308927	-0.045497	-0.312259	0.940131	0.136556	0.000588	0.143935	-0.989587
5380	-0.949111	-0.312146	-0.041872	-0.314914	0.938847	0.139269	-0.004161	0.145367	-0.989369
5381	-0.948145	-0.315580	-0.037819	-0.317693	0.937388	0.142740	-0.009595	0.147353	-0.989037
5382	-0.947119	-0.319124	-0.033546	-0.320511	0.935813	0.146722	-0.015430	0.149715	-0.988609
5383	-0.946074	-0.322591	-0.029652	-0.323263	0.934137	0.151293	-0.021107	0.152719	-0.988044
5384	-0.944998	-0.326062	-0.025736	-0.325957	0.932344	0.156483	-0.027029	0.156265	-0.987345
5385	-0.943886	-0.329586	-0.021269	-0.328548	0.930440	0.162288	-0.033698	0.160169	-0.986514
5386	-0.942720	-0.333154	-0.016935	-0.331126	0.928416	0.168522	-0.040421	0.164477	-0.985552
5387	-0.941502	-0.336734	-0.013541	-0.333796	0.926248	0.175056	-0.046405	0.169336	-0.984465
5388	-0.940256	-0.340269	-0.011679	-0.336619	0.923931	0.181767	-0.051058	0.174839	-0.983272
5389	-0.939021	-0.343670	-0.011440	-0.339562	0.921526	0.188382	-0.054199	0.180780	-0.982029
5390	-0.937823	-0.346864	-0.013147	-0.342644	0.919030	0.194882	-0.055515	0.187270	-0.980739
5391	-0.936678	-0.349800	-0.016597	-0.345814	0.916452	0.201315	-0.055209	0.194307	-0.979386
5392	-0.935573	-0.352575	-0.019878	-0.348819	0.913901	0.207628	-0.055038	0.201185	-0.978006
