// General information: 
//  MT Manager version: 2022.2.0 
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information: 
//  DeviceId: 00B4D200
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Year	Month	Day	Second	UTC_Nano	UTC_Year	UTC_Month	UTC_Day	UTC_Hour	UTC_Minute	UTC_Second	UTC_Valid	Acc_X	Acc_Y	Acc_Z	VelInc_X	VelInc_Y	VelInc_Z	OriInc_q0	OriInc_q1	OriInc_q2	OriInc_q3	Quat_q0	Quat_q1	Quat_q2	Quat_q3	Roll	Pitch	Yaw	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
26649														9.324814	0.860354	-2.602354	0.155415	0.014312	-0.043377	1.000000	-0.000319	-0.000000	-0.000087	-0.312747	-0.716386	0.346981	-0.518251	161.685205	-73.652135	-37.920820	0.222039	-0.172983	0.959570	-0.821308	-0.563587	0.088448	0.525501	-0.807742	-0.267210
26650														9.336776	0.827116	-2.631628	0.155611	0.013766	-0.043873	1.000000	-0.000261	0.000059	-0.000051	-0.313027	-0.716307	0.347090	-0.518119	161.616394	-73.650272	-37.888196	0.222162	-0.172875	0.959561	-0.821616	-0.563086	0.088779	0.524968	-0.808114	-0.267134
26651														9.281975	0.849188	-2.596811	0.154689	0.014146	-0.043320	1.000000	-0.000215	0.000236	0.000011	-0.313264	-0.716110	0.347150	-0.518207	161.567317	-73.675725	-37.864792	0.221897	-0.172523	0.959686	-0.821867	-0.562705	0.088873	0.524688	-0.808455	-0.266653
26652														9.202663	0.786474	-2.584445	0.153366	0.013113	-0.043116	1.000000	-0.000118	0.000261	0.000066	-0.313423	-0.715934	0.347180	-0.518334	161.538105	-73.701902	-37.851151	0.221591	-0.172201	0.959815	-0.822032	-0.562464	0.088870	0.524557	-0.808691	-0.266192
26653														9.149742	0.784009	-2.606240	0.152485	0.013074	-0.043473	1.000000	-0.000058	0.000227	0.000064	-0.313501	-0.715815	0.347156	-0.518468	161.519769	-73.723775	-37.836085	0.221347	-0.171918	0.959922	-0.822079	-0.562400	0.088839	0.524587	-0.808796	-0.265816
26654														9.132647	0.791625	-2.606925	0.152204	0.013213	-0.043467	1.000000	0.000022	0.000123	0.000118	-0.313445	-0.715747	0.347158	-0.518594	161.548419	-73.738645	-37.858612	0.221083	-0.171852	0.959994	-0.822056	-0.562467	0.088627	0.524735	-0.808763	-0.265624
26655														9.229400	0.797404	-2.590648	0.153815	0.013313	-0.043201	1.000000	0.000051	0.000156	0.000138	-0.313411	-0.715633	0.347203	-0.518742	161.583818	-73.758602	-37.893475	0.220714	-0.171781	0.960092	-0.822098	-0.562448	0.088357	0.524823	-0.808792	-0.265361
26656														9.248734	0.785777	-2.583219	0.154134	0.013113	-0.043089	1.000000	0.000109	0.000237	0.000081	-0.313401	-0.715530	0.347147	-0.518927	161.588670	-73.782556	-37.890451	0.220407	-0.171523	0.960209	-0.822053	-0.562537	0.088208	0.525023	-0.808784	-0.264988
26657														9.259634	0.797134	-2.591511	0.154316	0.013306	-0.043225	1.000000	0.000170	0.000228	0.000082	-0.313319	-0.715430	0.347061	-0.519172	161.613237	-73.810450	-37.897306	0.220017	-0.171262	0.960345	-0.821929	-0.562759	0.087947	0.525381	-0.808685	-0.264582
26658														9.167087	0.796112	-2.590188	0.152775	0.013277	-0.043200	1.000000	0.000173	0.000214	0.000006	-0.313313	-0.715351	0.346966	-0.519349	161.606043	-73.832302	-37.878953	0.219783	-0.170967	0.960451	-0.821841	-0.562900	0.087865	0.525616	-0.808649	-0.264223
26659														9.208149	0.824531	-2.541770	0.153464	0.013740	-0.042383	1.000000	0.000195	0.000146	-0.000067	-0.313271	-0.715372	0.346778	-0.519471	161.580369	-73.842445	-37.831266	0.219791	-0.170680	0.960500	-0.821621	-0.563212	0.087929	0.525958	-0.808493	-0.264023
26660														9.169258	0.827641	-2.515161	0.152815	0.013784	-0.041943	1.000000	0.000161	0.000168	-0.000110	-0.313269	-0.715410	0.346539	-0.519579	161.528173	-73.851407	-37.755914	0.219896	-0.170298	0.960544	-0.821370	-0.563548	0.088122	0.526305	-0.808339	-0.263800
26661														9.160956	0.881627	-2.514571	0.152681	0.014672	-0.041924	1.000000	0.000172	0.000113	-0.000191	-0.313289	-0.715502	0.346262	-0.519625	161.453395	-73.851690	-37.657336	0.220185	-0.169917	0.960545	-0.821087	-0.563906	0.088465	0.526625	-0.808170	-0.263680
26662														9.149030	0.920732	-2.482804	0.152484	0.015317	-0.041391	1.000000	0.000082	0.000079	-0.000209	-0.313369	-0.715598	0.346024	-0.519602	161.364326	-73.846395	-37.554067	0.220562	-0.169574	0.960519	-0.820883	-0.564134	0.088903	0.526786	-0.808083	-0.263627
26663														9.161829	0.954275	-2.525848	0.152698	0.015867	-0.042108	1.000000	-0.000052	0.000065	-0.000234	-0.313611	-0.715616	0.345926	-0.519496	161.255028	-73.840937	-37.458550	0.220917	-0.169262	0.960493	-0.820941	-0.563966	0.089435	0.526547	-0.808265	-0.263543
26664														9.002914	0.878175	-2.529227	0.150058	0.014601	-0.042132	1.000000	-0.000181	-0.000159	-0.000184	-0.313818	-0.715691	0.345985	-0.519229	161.183445	-73.815232	-37.413620	0.221392	-0.169350	0.960368	-0.821124	-0.563624	0.089903	0.526062	-0.808485	-0.263839
26665														9.015243	0.855038	-2.553025	0.150274	0.014220	-0.042489	1.000000	-0.000174	-0.000425	-0.000154	-0.313890	-0.715912	0.346115	-0.518794	161.158034	-73.761567	-37.411020	0.222114	-0.169886	0.960106	-0.821265	-0.563354	0.090311	0.525537	-0.808561	-0.264650
26666														9.054531	0.742663	-2.535411	0.150937	0.012354	-0.042163	1.000000	-0.000108	-0.000628	-0.000129	-0.313850	-0.716245	0.346309	-0.518229	161.172783	-73.685864	-37.445850	0.223017	-0.170793	0.959736	-0.821377	-0.563136	0.090652	0.524979	-0.808522	-0.265874
26667														9.201127	0.755609	-2.506921	0.153382	0.012574	-0.041679	1.000000	0.000030	-0.000669	-0.000132	-0.313727	-0.716628	0.346479	-0.517660	161.205834	-73.605111	-37.489368	0.223961	-0.171785	0.959339	-0.821400	-0.563056	0.090934	0.524541	-0.808367	-0.267207
26668														9.271335	0.757241	-2.531641	0.154548	0.012609	-0.042103	1.000000	0.000153	-0.000580	-0.000119	-0.313497	-0.717026	0.346511	-0.517227	161.247316	-73.534495	-37.517988	0.224812	-0.172617	0.958991	-0.821213	-0.563299	0.091121	0.524470	-0.808021	-0.268392
26669														9.258314	0.808618	-2.598832	0.154331	0.013468	-0.043226	1.000000	0.000262	-0.000547	-0.000132	-0.313213	-0.717409	0.346499	-0.516875	161.300325	-73.471455	-37.548408	0.225557	-0.173379	0.958678	-0.820947	-0.563672	0.091211	0.524566	-0.807598	-0.269475
26670														9.175166	0.841286	-2.600926	0.152944	0.014018	-0.043263	1.000000	0.000334	-0.000528	-0.000119	-0.312901	-0.717814	0.346462	-0.516527	161.355778	-73.406970	-37.576449	0.226327	-0.174147	0.958357	-0.820634	-0.564114	0.091295	0.524724	-0.807123	-0.270586
26671														9.112612	0.939340	-2.602518	0.151906	0.015648	-0.043276	1.000000	0.000329	-0.000618	-0.000146	-0.312543	-0.718288	0.346400	-0.516127	161.413545	-73.332394	-37.601017	0.227241	-0.175005	0.957985	-0.820253	-0.564648	0.091419	0.524926	-0.806564	-0.271860
26672														9.087970	0.874883	-2.616625	0.151501	0.014572	-0.043492	1.000000	0.000311	-0.000755	-0.000150	-0.312159	-0.718827	0.346392	-0.515613	161.482969	-73.242210	-37.641231	0.228311	-0.176085	0.957532	-0.819899	-0.565138	0.091569	0.525014	-0.805986	-0.273400
26673														9.135408	0.832307	-2.587848	0.152293	0.013870	-0.043004	1.000000	0.000327	-0.000802	-0.000107	-0.311703	-0.719399	0.346388	-0.515094	161.573731	-73.147894	-37.696680	0.229388	-0.177270	0.957056	-0.819495	-0.565713	0.091633	0.525175	-0.805323	-0.275039
26674														9.225504	0.896880	-2.615323	0.153791	0.014963	-0.043470	1.000000	0.000355	-0.000741	-0.000004	-0.311212	-0.719901	0.346447	-0.514649	161.695874	-73.063884	-37.785353	0.230222	-0.178484	0.956630	-0.819145	-0.566243	0.091488	0.525356	-0.804681	-0.276566
26675														9.215561	0.932965	-2.678189	0.153626	0.015576	-0.044514	1.000000	0.000327	-0.000764	0.000076	-0.310661	-0.720403	0.346541	-0.514216	161.844636	-72.979370	-37.898462	0.230982	-0.179805	0.956199	-0.818793	-0.566797	0.091209	0.525571	-0.803997	-0.278143
26676														9.304741	0.981781	-2.618687	0.155109	0.016383	-0.043530	1.000000	0.000271	-0.000709	0.000053	-0.310217	-0.720850	0.346674	-0.513768	161.969020	-72.898997	-38.000321	0.231719	-0.181041	0.955788	-0.818559	-0.567165	0.091020	0.525611	-0.803460	-0.279616
26677														9.162827	0.968861	-2.728920	0.152742	0.016163	-0.045382	1.000000	0.000191	-0.000636	0.000045	-0.309857	-0.721239	0.346815	-0.513344	162.071770	-72.826248	-38.088555	0.232395	-0.182146	0.955414	-0.818399	-0.567417	0.090892	0.525562	-0.803033	-0.280933
26678														9.066907	0.882342	-2.732439	0.151154	0.014705	-0.045411	1.000000	0.000155	-0.000840	-0.000050	-0.309477	-0.721738	0.346960	-0.512774	162.168056	-72.732380	-38.170581	0.233364	-0.183446	0.954929	-0.818211	-0.567686	0.090899	0.525425	-0.802546	-0.282575
26679														9.427207	0.854955	-2.645534	0.157160	0.014235	-0.043955	1.000000	0.000180	-0.000856	-0.000140	-0.309102	-0.722289	0.347012	-0.512188	162.237889	-72.634528	-38.218386	0.234492	-0.184649	0.954420	-0.817923	-0.568077	0.091052	0.525372	-0.801993	-0.284238
26680														9.661692	0.817738	-2.711904	0.161051	0.013612	-0.045123	1.000000	0.000177	-0.000451	-0.000155	-0.308922	-0.722638	0.346967	-0.511834	162.248188	-72.575855	-38.212630	0.235278	-0.185230	0.954114	-0.817698	-0.568361	0.091298	0.525371	-0.801658	-0.285185
