// General information: 
//  MT Manager version: 2022.2.0 
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information: 
//  DeviceId: 00B4D200
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Year	Month	Day	Second	UTC_Nano	UTC_Year	UTC_Month	UTC_Day	UTC_Hour	UTC_Minute	UTC_Second	UTC_Valid	Acc_X	Acc_Y	Acc_Z	VelInc_X	VelInc_Y	VelInc_Z	OriInc_q0	OriInc_q1	OriInc_q2	OriInc_q3	Quat_q0	Quat_q1	Quat_q2	Quat_q3	Roll	Pitch	Yaw	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
42631														10.128738	0.092593	0.592098	0.168815	0.001584	0.009807	1.000000	0.000465	0.000366	0.000266	-0.336244	-0.606444	0.317425	-0.646844	-2.568154	-86.388106	127.478360	-0.038332	0.049994	0.998014	-0.819996	-0.572363	-0.002823	0.571085	-0.818475	0.062934
42632														9.937499	0.299330	0.684585	0.165634	0.004990	0.011284	1.000000	0.000189	0.000768	0.000022	-0.336361	-0.605997	0.317068	-0.647377	-2.538469	-86.299877	127.469115	-0.039258	0.051220	0.997915	-0.819790	-0.572658	-0.002858	0.571318	-0.818193	0.064471
42633														9.661683	0.325673	0.740877	0.161039	0.005412	0.012206	1.000000	-0.000147	0.000878	-0.000108	-0.336774	-0.605465	0.316780	-0.647801	-2.260118	-86.205552	127.177762	-0.039990	0.052728	0.997808	-0.819923	-0.572467	-0.002610	0.571075	-0.818230	0.066126
42634														9.307264	0.081332	0.679022	0.155128	0.001350	0.011216	1.000000	-0.000437	0.000650	-0.000065	-0.337321	-0.604941	0.316831	-0.647980	-2.110110	-86.136832	126.971868	-0.040520	0.053827	0.997728	-0.820483	-0.571665	-0.002481	0.570233	-0.818719	0.067328
42635														9.210791	-0.317055	0.588806	0.153515	-0.005253	0.009794	1.000000	-0.000474	0.000141	0.000172	-0.337557	-0.604653	0.317207	-0.647942	-2.419452	-86.123328	127.224925	-0.040900	0.053835	0.997712	-0.821036	-0.570869	-0.002854	0.569409	-0.819274	0.067549
42636														9.419865	-0.495309	0.551018	0.156998	-0.008192	0.009229	1.000000	-0.000189	-0.000280	0.000391	-0.337336	-0.604678	0.317664	-0.647810	-3.090234	-86.158022	127.874788	-0.041137	0.052891	0.997753	-0.821229	-0.570588	-0.003612	0.569114	-0.819532	0.066907
42637														9.850139	-0.428116	0.522952	0.164169	-0.007076	0.008772	1.000000	0.000112	-0.000349	0.000368	-0.336912	-0.604861	0.317925	-0.647733	-3.712899	-86.200055	128.513121	-0.041268	0.051856	0.997802	-0.821058	-0.570828	-0.004292	0.569351	-0.819430	0.066134
42638														10.119885	-0.184536	0.574932	0.168665	-0.003056	0.009592	1.000000	0.000308	-0.000063	0.000135	-0.336671	-0.604984	0.317873	-0.647768	-3.867345	-86.212762	128.694554	-0.041293	0.051553	0.997816	-0.820786	-0.571218	-0.004455	0.569741	-0.819178	0.065901
42639														10.037090	0.134678	0.673868	0.167288	0.002200	0.011186	1.000000	0.000270	0.000273	-0.000246	-0.336792	-0.604968	0.317498	-0.647904	-3.378088	-86.185186	128.228099	-0.041170	0.052264	0.997784	-0.820570	-0.571533	-0.003920	0.570061	-0.818913	0.066416
42640														9.869017	0.267599	0.696863	0.164492	0.004366	0.011529	1.000000	0.000033	0.000521	-0.000566	-0.337298	-0.604854	0.316955	-0.648013	-2.336452	-86.133141	127.188905	-0.040763	0.053724	0.997723	-0.820570	-0.571539	-0.002749	0.570090	-0.818814	0.067382
42641														9.538748	0.288566	0.675509	0.158987	0.004701	0.011187	1.000000	-0.000157	0.000448	-0.000693	-0.338000	-0.604771	0.316496	-0.647950	-1.111755	-86.090664	125.941241	-0.040017	0.055198	0.997673	-0.820829	-0.571173	-0.001323	0.569771	-0.818972	0.068165
42642														9.292988	0.084002	0.616481	0.154885	0.001316	0.010259	1.000000	-0.000284	0.000100	-0.000562	-0.338582	-0.604810	0.316320	-0.647695	-0.170627	-86.083983	124.962856	-0.039136	0.055969	0.997665	-0.821223	-0.570608	-0.000203	0.569264	-0.819313	0.068294
42643														9.203888	-0.334486	0.468793	0.153394	-0.005602	0.007882	1.000000	-0.000122	-0.000441	-0.000186	-0.338673	-0.605133	0.316465	-0.647275	0.173969	-86.139499	124.597680	-0.038229	0.055421	0.997731	-0.821435	-0.570302	0.000204	0.569019	-0.819564	0.067327
42644														9.509334	-0.536988	0.363227	0.158486	-0.008917	0.006182	1.000000	0.000321	-0.000830	0.000218	-0.338094	-0.605705	0.316693	-0.646931	-0.161975	-86.235619	124.967409	-0.037627	0.053802	0.997842	-0.821092	-0.570796	-0.000186	0.569555	-0.819327	0.065653
42645														9.951799	-0.500042	0.333036	0.165862	-0.008266	0.005679	0.999999	0.000797	-0.000817	0.000435	-0.337067	-0.606380	0.316720	-0.646821	-0.842673	-86.331064	125.741181	-0.037379	0.051939	0.997950	-0.820149	-0.572149	-0.000941	0.570927	-0.818503	0.063984
42646														10.323257	-0.200513	0.436545	0.172053	-0.003279	0.007329	0.999999	0.001075	-0.000332	0.000412	-0.336048	-0.606843	0.316397	-0.647075	-1.456847	-86.371395	126.478653	-0.037627	0.050889	0.997995	-0.818903	-0.573929	-0.001609	0.572697	-0.817322	0.063268
42647														10.227631	0.194674	0.512787	0.170463	0.003265	0.008495	0.999999	0.000996	0.000324	0.000167	-0.335430	-0.606925	0.315749	-0.647635	-1.629619	-86.335435	126.766537	-0.038257	0.051201	0.997955	-0.817744	-0.575579	-0.001818	0.574309	-0.816142	0.063889
42648														9.988825	0.453249	0.657700	0.166492	0.007506	0.010816	0.999999	0.000633	0.000902	-0.000246	-0.335503	-0.606654	0.314903	-0.648263	-1.056947	-86.237286	126.262807	-0.038816	0.052914	0.997844	-0.817062	-0.576548	-0.001211	0.575241	-0.815348	0.065613
42649														9.634169	0.579760	0.706050	0.160588	0.009572	0.011583	0.999999	0.000096	0.001156	-0.000559	-0.336175	-0.606148	0.314118	-0.648769	-0.031683	-86.110624	125.245702	-0.039144	0.055396	0.997697	-0.817003	-0.576633	-0.000038	0.575303	-0.815123	0.067830
42650														9.309598	0.402843	0.711153	0.155177	0.006614	0.011690	0.999999	-0.000397	0.001031	-0.000675	-0.337174	-0.605590	0.313619	-0.649013	1.061225	-85.996290	124.105002	-0.039149	0.057813	0.997560	-0.817510	-0.575913	0.001293	0.574582	-0.815464	0.069809
42651														9.130100	-0.006548	0.615069	0.152174	-0.000176	0.010165	1.000000	-0.000598	0.000564	-0.000478	-0.337988	-0.605242	0.313492	-0.648975	1.806440	-85.937529	123.295965	-0.038891	0.059215	0.997487	-0.818169	-0.574973	0.002233	0.573661	-0.816026	0.070809
42652														9.257540	-0.466741	0.528618	0.154292	-0.007785	0.008811	1.000000	-0.000344	0.000016	-0.000061	-0.338251	-0.605106	0.313693	-0.648868	1.829267	-85.932959	123.230694	-0.038867	0.059326	0.997482	-0.818595	-0.574366	0.002264	0.573054	-0.816446	0.070888
