// General information: 
//  MT Manager version: 2022.2.0 
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information: 
//  DeviceId: 00B4D200
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Year	Month	Day	Second	UTC_Nano	UTC_Year	UTC_Month	UTC_Day	UTC_Hour	UTC_Minute	UTC_Second	UTC_Valid	Acc_X	Acc_Y	Acc_Z	VelInc_X	VelInc_Y	VelInc_Z	OriInc_q0	OriInc_q1	OriInc_q2	OriInc_q3	Quat_q0	Quat_q1	Quat_q2	Quat_q3	Roll	Pitch	Yaw	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
02434														9.464472	1.004363	-1.332961	0.157738	0.016751	-0.022227	1.000000	0.000134	0.000086	0.000057	-0.333177	-0.687798	0.310515	-0.565250	142.333205	-79.888715	-16.712438	0.168145	-0.050486	0.984469	-0.803800	-0.585147	0.107280	0.570643	-0.809354	-0.138970
02435														9.482765	1.043316	-1.311701	0.158043	0.017404	-0.021875	1.000000	0.000178	0.000104	0.000073	-0.333048	-0.687754	0.310460	-0.565410	142.358359	-79.906079	-16.719968	0.167853	-0.050422	0.984522	-0.803657	-0.585387	0.107036	0.570929	-0.809184	-0.138781
02436														9.511786	1.075878	-1.341582	0.158526	0.017948	-0.022375	1.000000	0.000177	0.000116	0.000080	-0.332951	-0.687737	0.310404	-0.565518	142.373796	-79.916688	-16.720981	0.167677	-0.050372	0.984554	-0.803533	-0.585585	0.106888	0.571156	-0.809044	-0.138665
02437														9.512291	1.073704	-1.339743	0.158534	0.017915	-0.022344	1.000000	0.000140	0.000113	0.000104	-0.332852	-0.687744	0.310343	-0.565601	142.392674	-79.923343	-16.724873	0.167564	-0.050351	0.984575	-0.803396	-0.585794	0.106772	0.571381	-0.808895	-0.138610
02438														9.521289	1.083198	-1.337288	0.158683	0.018075	-0.022308	1.000000	0.000082	0.000137	0.000127	-0.332776	-0.687654	0.310358	-0.565747	142.417324	-79.943499	-16.743020	0.167217	-0.050304	0.984636	-0.803372	-0.585876	0.106501	0.571518	-0.808838	-0.138381
02439														9.486881	1.087470	-1.338954	0.158110	0.018145	-0.022333	1.000000	0.000052	0.000116	0.000119	-0.332691	-0.687635	0.310321	-0.565841	142.435303	-79.953307	-16.749473	0.167049	-0.050274	0.984666	-0.803276	-0.586034	0.106355	0.571701	-0.808725	-0.138281
02440														9.469488	1.044823	-1.356574	0.157821	0.017428	-0.022628	1.000000	-0.000018	0.000113	0.000091	-0.332648	-0.687560	0.310320	-0.565958	142.440760	-79.969279	-16.750200	0.166786	-0.050198	0.984715	-0.803257	-0.586093	0.106175	0.571804	-0.808687	-0.138074
02441														9.401863	0.999939	-1.313754	0.156694	0.016687	-0.021907	1.000000	0.000017	0.000072	0.000134	-0.332568	-0.687553	0.310326	-0.566010	142.478647	-79.975281	-16.781006	0.166660	-0.050257	0.984733	-0.803205	-0.586192	0.106020	0.571915	-0.808612	-0.138062
02442														9.530313	0.979732	-1.338692	0.158837	0.016348	-0.022309	1.000000	0.000045	-0.000011	0.000112	-0.332444	-0.687562	0.310356	-0.566056	142.549945	-79.980465	-16.843452	0.166520	-0.050413	0.984748	-0.803141	-0.586320	0.105794	0.572045	-0.808509	-0.138123
02443														9.495598	0.984055	-1.342413	0.158257	0.016424	-0.022380	1.000000	0.000067	0.000046	0.000135	-0.332359	-0.687546	0.310402	-0.566100	142.607108	-79.987142	-16.896802	0.166363	-0.050535	0.984769	-0.803128	-0.586376	0.105587	0.572109	-0.808461	-0.138137
