// General information: 
//  MT Manager version: 2022.2.0 
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information: 
//  DeviceId: 00B4D200
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Year	Month	Day	Second	UTC_Nano	UTC_Year	UTC_Month	UTC_Day	UTC_Hour	UTC_Minute	UTC_Second	UTC_Valid	Acc_X	Acc_Y	Acc_Z	VelInc_X	VelInc_Y	VelInc_Z	OriInc_q0	OriInc_q1	OriInc_q2	OriInc_q3	Quat_q0	Quat_q1	Quat_q2	Quat_q3	Roll	Pitch	Yaw	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
47059														9.581144	0.813136	-0.429690	0.159685	0.013560	-0.007157	1.000000	0.000278	-0.000003	0.000033	-0.349127	-0.654182	0.311523	-0.594230	120.015029	-84.263262	4.210104	0.099688	0.007338	0.994992	-0.822509	-0.562128	0.086553	0.559948	-0.827018	-0.050002
47060														9.583723	0.781556	-0.441359	0.159728	0.013033	-0.007351	1.000000	0.000311	-0.000008	0.000031	-0.348917	-0.654307	0.311362	-0.594301	120.089080	-84.261658	4.170046	0.099721	0.007271	0.994989	-0.822176	-0.562621	0.086512	0.560431	-0.826683	-0.050127
47061														9.582271	0.735096	-0.433531	0.159704	0.012263	-0.007207	1.000000	0.000358	-0.000088	0.000053	-0.348641	-0.654487	0.311219	-0.594339	120.260066	-84.257645	4.037442	0.099807	0.007045	0.994982	-0.821799	-0.563185	0.086422	0.560968	-0.826301	-0.050420
47062														9.599552	0.637512	-0.438294	0.159992	0.010647	-0.007278	1.000000	0.000518	-0.000133	0.000114	-0.348205	-0.654732	0.311032	-0.594422	120.528783	-84.257022	3.825832	0.099843	0.006677	0.994981	-0.821247	-0.564025	0.086194	0.561769	-0.825731	-0.050831
47063														9.669541	0.615089	-0.431108	0.161158	0.010286	-0.007154	1.000000	0.000739	-0.000143	0.000182	-0.347591	-0.655036	0.310768	-0.594585	120.870699	-84.262162	3.564591	0.099783	0.006216	0.994990	-0.820473	-0.565208	0.085813	0.562909	-0.824925	-0.051298
47064														9.678768	0.684317	-0.443569	0.161311	0.011444	-0.007362	1.000000	0.000935	-0.000127	0.000196	-0.346839	-0.655395	0.310388	-0.594826	121.229799	-84.269590	3.309387	0.099681	0.005764	0.995003	-0.819473	-0.566723	0.085379	0.564383	-0.823888	-0.051768
47065														9.591338	0.672446	-0.448084	0.159854	0.011254	-0.007440	0.999999	0.001069	-0.000102	0.000243	-0.345980	-0.655770	0.309951	-0.595142	121.607613	-84.283100	3.050782	0.099472	0.005302	0.995026	-0.818327	-0.568457	0.084836	0.566079	-0.822696	-0.052207
47066														9.641636	0.653207	-0.462580	0.160693	0.010939	-0.007665	0.999999	0.001300	-0.000190	0.000261	-0.344927	-0.656272	0.309415	-0.595479	122.110840	-84.292803	2.693327	0.099335	0.004673	0.995043	-0.816914	-0.570576	0.084232	0.568141	-0.821232	-0.052861
47067														9.585810	0.677173	-0.489358	0.159762	0.011346	-0.008101	0.999999	0.001461	-0.000243	0.000297	-0.343728	-0.656849	0.308823	-0.595842	122.708063	-84.302400	2.260157	0.099201	0.003915	0.995060	-0.815316	-0.572958	0.083536	0.570455	-0.819575	-0.053646
47068														9.611343	0.724093	-0.506220	0.160188	0.012126	-0.008370	0.999999	0.001604	-0.000295	0.000277	-0.342433	-0.657510	0.308153	-0.596207	123.360474	-84.306536	1.787623	0.099158	0.003095	0.995067	-0.813548	-0.575563	0.082860	0.572980	-0.817751	-0.054554
47069														9.595119	0.736577	-0.493820	0.159918	0.012334	-0.008158	0.999999	0.001652	-0.000326	0.000274	-0.341104	-0.658203	0.307465	-0.596559	124.044986	-84.307449	1.287328	0.099165	0.002228	0.995068	-0.811726	-0.578226	0.082189	0.575558	-0.815874	-0.055531
47070														9.658853	0.727461	-0.481592	0.160980	0.012181	-0.007950	0.999998	0.001693	-0.000347	0.000268	-0.339739	-0.658923	0.306752	-0.596910	124.751526	-84.306144	0.770518	0.099204	0.001334	0.995066	-0.809839	-0.580962	0.081517	0.578204	-0.813930	-0.056553
47071														9.738192	0.774634	-0.489705	0.162302	0.012973	-0.008093	0.999998	0.001697	-0.000286	0.000299	-0.338370	-0.659598	0.306036	-0.597309	125.422126	-84.311028	0.290140	0.099127	0.000502	0.995075	-0.807945	-0.583695	0.080780	0.580860	-0.811973	-0.057454
47072														9.730150	0.815112	-0.517563	0.162167	0.013645	-0.008578	0.999999	0.001630	-0.000160	0.000281	-0.337093	-0.660177	0.305304	-0.597766	125.956465	-84.322390	-0.060765	0.098931	-0.000105	0.995094	-0.806115	-0.586316	0.080081	0.583431	-0.810083	-0.058089
47073														9.741884	0.850716	-0.480980	0.162361	0.014236	-0.007986	0.999999	0.001513	-0.000052	0.000277	-0.335935	-0.660650	0.304608	-0.598250	126.373416	-84.340140	-0.308479	0.098621	-0.000531	0.995125	-0.804425	-0.588723	0.079408	0.585811	-0.808335	-0.058488
47074														9.692447	0.857780	-0.494250	0.161537	0.014348	-0.008225	0.999999	0.001352	0.000044	0.000254	-0.334926	-0.661016	0.303959	-0.598741	126.668916	-84.362236	-0.452524	0.098236	-0.000776	0.995163	-0.802912	-0.590867	0.078797	0.587948	-0.806768	-0.058667
47075														9.636873	0.882761	-0.495664	0.160611	0.014754	-0.008260	0.999999	0.001149	0.000102	0.000199	-0.334101	-0.661296	0.303376	-0.599189	126.850632	-84.383121	-0.505661	0.097872	-0.000864	0.995199	-0.801621	-0.592679	0.078321	0.589766	-0.805438	-0.058699
47076														9.617319	0.883686	-0.495874	0.160285	0.014763	-0.008265	1.000000	0.000934	0.000087	0.000169	-0.333430	-0.661521	0.302906	-0.599552	127.001043	-84.400375	-0.551936	0.097572	-0.000940	0.995228	-0.800574	-0.594145	0.077927	0.591237	-0.804357	-0.058724
47077														9.607710	0.882769	-0.506459	0.160126	0.014737	-0.008439	1.000000	0.000729	0.000052	0.000110	-0.332917	-0.661719	0.302528	-0.599809	127.120263	-84.409504	-0.590008	0.097413	-0.001003	0.995244	-0.799750	-0.595286	0.077678	0.592377	-0.803513	-0.058791
47078														9.631658	0.889313	-0.486092	0.160526	0.014838	-0.008098	1.000000	0.000488	0.000024	0.000078	-0.332576	-0.661862	0.302284	-0.599963	127.215281	-84.413874	-0.631859	0.097336	-0.001073	0.995251	-0.799208	-0.596034	0.077520	0.593120	-0.802958	-0.058874
47079														9.621736	0.890611	-0.476395	0.160362	0.014854	-0.007934	1.000000	0.000250	-0.000013	0.000056	-0.332389	-0.661957	0.302176	-0.600017	127.303172	-84.413639	-0.692889	0.097339	-0.001177	0.995251	-0.798933	-0.596415	0.077433	0.593491	-0.802676	-0.058995
47080														9.594015	0.866877	-0.477029	0.159900	0.014454	-0.007942	1.000000	0.000037	-0.000053	0.000035	-0.332352	-0.662007	0.302203	-0.599969	127.387078	-84.408740	-0.776013	0.097422	-0.001320	0.995242	-0.798922	-0.596431	0.077414	0.593491	-0.802663	-0.059160
47081														9.616332	0.829287	-0.508423	0.160272	0.013824	-0.008464	1.000000	-0.000171	-0.000076	0.000025	-0.332444	-0.662010	0.302349	-0.599841	127.463322	-84.401184	-0.874007	0.097551	-0.001488	0.995229	-0.799142	-0.596133	0.077439	0.593174	-0.802884	-0.059343
47082														9.604519	0.787338	-0.509096	0.160077	0.013113	-0.008472	1.000000	-0.000297	-0.000105	-0.000042	-0.332650	-0.662005	0.302536	-0.599637	127.503822	-84.385923	-0.950663	0.097814	-0.001623	0.995203	-0.799500	-0.595631	0.077608	0.592649	-0.803256	-0.059559
47083														9.616459	0.755086	-0.510415	0.160277	0.012569	-0.008487	1.000000	-0.000423	-0.000157	-0.000075	-0.332944	-0.662002	0.302795	-0.599347	127.554265	-84.363710	-1.051891	0.098197	-0.001803	0.995165	-0.800000	-0.594926	0.077861	0.591910	-0.803778	-0.059862
47084														9.612234	0.743606	-0.512477	0.160207	0.012365	-0.008523	1.000000	-0.000465	-0.000148	-0.000152	-0.333314	-0.662002	0.303024	-0.599026	127.537256	-84.335292	-1.089984	0.098689	-0.001878	0.995117	-0.800532	-0.594156	0.078270	0.591108	-0.804347	-0.060140
47085														9.613966	0.716725	-0.503764	0.160236	0.011908	-0.008378	1.000000	-0.000500	-0.000147	-0.000208	-0.333756	-0.661999	0.303249	-0.598669	127.472081	-84.301734	-1.086297	0.099272	-0.001882	0.995059	-0.801120	-0.593294	0.078801	0.590213	-0.804984	-0.060405
47086														9.629768	0.701233	-0.547096	0.160500	0.011646	-0.009098	1.000000	-0.000476	-0.000160	-0.000230	-0.334177	-0.662027	0.303436	-0.598308	127.409863	-84.265117	-1.080246	0.099908	-0.001884	0.994995	-0.801647	-0.592505	0.079372	0.589390	-0.805565	-0.060706
47087														9.638964	0.704411	-0.476765	0.160653	0.011699	-0.007929	1.000000	-0.000439	-0.000140	-0.000233	-0.334583	-0.662053	0.303596	-0.597972	127.331700	-84.229934	-1.054432	0.100519	-0.001850	0.994933	-0.802135	-0.591768	0.079940	0.588621	-0.806107	-0.060968
47088														9.652423	0.720550	-0.488942	0.160877	0.011969	-0.008138	1.000000	-0.000409	-0.000102	-0.000231	-0.334979	-0.662066	0.303725	-0.597670	127.224814	-84.197532	-0.996138	0.101084	-0.001758	0.994876	-0.802585	-0.591080	0.080502	0.587910	-0.806611	-0.061159
47089														9.665918	0.736298	-0.500678	0.161102	0.012238	-0.008335	1.000000	-0.000357	-0.000090	-0.000193	-0.335325	-0.662075	0.303847	-0.597403	127.138704	-84.169455	-0.953358	0.101573	-0.001690	0.994827	-0.802988	-0.590468	0.080982	0.587276	-0.807059	-0.061333
47090														9.661801	0.725610	-0.522204	0.161032	0.012066	-0.008698	1.000000	-0.000312	-0.000060	-0.000151	-0.335627	-0.662070	0.303960	-0.597182	127.059828	-84.146975	-0.912771	0.101964	-0.001625	0.994787	-0.803346	-0.589926	0.081378	0.586718	-0.807456	-0.061456
47091														9.685316	0.737558	-0.501957	0.161424	0.012269	-0.008364	1.000000	-0.000265	-0.000031	-0.000134	-0.335889	-0.662060	0.304043	-0.597004	126.974575	-84.128307	-0.859429	0.102290	-0.001534	0.994753	-0.803643	-0.589473	0.081729	0.586255	-0.807787	-0.061530
47092														9.659113	0.762052	-0.533275	0.160986	0.012683	-0.008891	1.000000	-0.000234	0.000000	-0.000098	-0.336118	-0.662032	0.304118	-0.596867	126.889947	-84.114947	-0.802771	0.102523	-0.001437	0.994730	-0.803907	-0.589075	0.082005	0.585852	-0.808077	-0.061549
47093														9.628976	0.772028	-0.522840	0.160484	0.012857	-0.008715	1.000000	-0.000212	-0.000009	-0.000054	-0.336304	-0.662003	0.304213	-0.596747	126.844209	-84.105037	-0.782952	0.102696	-0.001403	0.994712	-0.804157	-0.588708	0.082192	0.585479	-0.808345	-0.061586
47094														9.561324	0.760755	-0.543544	0.159356	0.012676	-0.009060	1.000000	-0.000188	-0.000009	-0.000011	-0.336449	-0.661968	0.304323	-0.596647	126.830541	-84.099023	-0.792612	0.102800	-0.001422	0.994701	-0.804387	-0.588379	0.082290	0.585145	-0.808584	-0.061629
47095														9.559015	0.792013	-0.554590	0.159318	0.013198	-0.009235	1.000000	-0.000164	-0.000062	-0.000006	-0.336562	-0.661970	0.304443	-0.596520	126.869024	-84.089839	-0.852517	0.102958	-0.001532	0.994685	-0.804596	-0.588082	0.082376	0.584829	-0.808800	-0.061780
47096														9.493579	0.749119	-0.566309	0.158227	0.012486	-0.009421	1.000000	-0.000147	-0.000122	0.000013	-0.336636	-0.662008	0.304585	-0.596363	126.974347	-84.078145	-0.977915	0.103157	-0.001761	0.994664	-0.804791	-0.587808	0.082425	0.584526	-0.808999	-0.062054
47097														9.599462	0.704587	-0.558720	0.159993	0.011751	-0.009272	1.000000	-0.000100	-0.000259	0.000057	-0.336611	-0.662128	0.304776	-0.596147	127.234277	-84.061281	-1.253345	0.103440	-0.002263	0.994633	-0.804941	-0.587609	0.082375	0.584269	-0.809142	-0.062604
47098														9.630912	0.740091	-0.605078	0.160517	0.012345	-0.010046	1.000000	-0.000035	-0.000242	0.000067	-0.336537	-0.662260	0.304924	-0.595966	127.492864	-84.046108	-1.519060	0.103692	-0.002750	0.994606	-0.805007	-0.587529	0.082301	0.584133	-0.809199	-0.063135
47099														9.639928	0.812882	-0.599994	0.160668	0.013549	-0.009960	1.000000	-0.000037	-0.000253	0.000008	-0.336499	-0.662416	0.305041	-0.595755	127.719949	-84.024592	-1.753877	0.104053	-0.003186	0.994567	-0.805069	-0.587438	0.082345	0.583984	-0.809263	-0.063690
47100														9.685701	0.785788	-0.593773	0.161431	0.013086	-0.009863	1.000000	-0.000095	-0.000216	-0.000060	-0.336553	-0.662550	0.305136	-0.595526	127.860747	-83.999358	-1.908984	0.104482	-0.003482	0.994521	-0.805188	-0.587248	0.082535	0.583743	-0.809400	-0.064161
47101														9.671510	0.775779	-0.607886	0.161195	0.012916	-0.010101	1.000000	-0.000083	-0.000194	-0.000082	-0.336617	-0.662681	0.305201	-0.595312	127.968723	-83.974052	-2.029378	0.104913	-0.003718	0.994474	-0.805285	-0.587083	0.082760	0.583531	-0.809518	-0.064586
47102														9.661198	0.779988	-0.600700	0.161022	0.012990	-0.009989	1.000000	-0.000071	-0.000144	-0.000054	-0.336667	-0.662779	0.305256	-0.595145	128.053627	-83.954757	-2.124348	0.105241	-0.003904	0.994439	-0.805366	-0.586949	0.082928	0.583361	-0.809615	-0.064915
47103														9.668697	0.809321	-0.602705	0.161146	0.013480	-0.010037	1.000000	-0.000097	-0.000057	-0.000045	-0.336760	-0.662814	0.305307	-0.595029	128.066154	-83.942163	-2.150267	0.105458	-0.003960	0.994416	-0.805486	-0.586762	0.083086	0.583156	-0.809750	-0.065068
47104														9.660139	0.858457	-0.582422	0.161003	0.014297	-0.009713	1.000000	-0.000156	0.000026	-0.000058	-0.336924	-0.662782	0.305357	-0.594945	127.993642	-83.934489	-2.097540	0.105595	-0.003867	0.994402	-0.805673	-0.586479	0.083273	0.582873	-0.809955	-0.065045
47105														9.614708	0.811662	-0.591225	0.160246	0.013511	-0.009868	1.000000	-0.000246	0.000069	-0.000089	-0.337179	-0.662703	0.305425	-0.594853	127.853525	-83.927040	-1.987047	0.105731	-0.003668	0.994388	-0.805956	-0.586052	0.083534	0.582457	-0.810265	-0.064920
47106														9.559324	0.767769	-0.609819	0.159322	0.012781	-0.010180	1.000000	-0.000239	0.000085	-0.000079	-0.337428	-0.662616	0.305489	-0.594777	127.707361	-83.921524	-1.869513	0.105834	-0.003455	0.994378	-0.806232	-0.585638	0.083775	0.582056	-0.810565	-0.064766
47107														9.545417	0.758106	-0.577441	0.159091	0.012624	-0.009628	1.000000	-0.000217	0.000009	-0.000057	-0.337630	-0.662572	0.305584	-0.594662	127.642774	-83.912566	-1.832265	0.105992	-0.003391	0.994361	-0.806494	-0.585249	0.083971	0.581664	-0.810846	-0.064766
47108														9.575353	0.750652	-0.608547	0.159590	0.012508	-0.010137	1.000000	-0.000187	-0.000051	-0.000008	-0.337773	-0.662556	0.305719	-0.594529	127.663104	-83.903772	-1.878157	0.106142	-0.003481	0.994345	-0.806743	-0.584891	0.084069	0.581291	-0.811104	-0.064889
47109														9.625236	0.737315	-0.599284	0.160421	0.012289	-0.009974	1.000000	-0.000133	-0.000099	0.000009	-0.337843	-0.662586	0.305840	-0.594393	127.743222	-83.893333	-1.976043	0.106317	-0.003668	0.994326	-0.806914	-0.584648	0.084121	0.581022	-0.811279	-0.065118
47110														9.656654	0.774123	-0.601166	0.160945	0.012905	-0.010005	1.000000	-0.000080	-0.000096	0.000022	-0.337876	-0.662626	0.305943	-0.594277	127.835093	-83.884262	-2.080554	0.106467	-0.003868	0.994309	-0.807036	-0.584477	0.084141	0.580825	-0.811401	-0.065349
47111														9.612753	0.770256	-0.603160	0.160213	0.012845	-0.010034	1.000000	-0.000061	-0.000122	0.000048	-0.337860	-0.662686	0.306050	-0.594165	127.970584	-83.875803	-2.224501	0.106604	-0.004141	0.994293	-0.807118	-0.584369	0.084102	0.580686	-0.811478	-0.065638
47112														9.686551	0.764035	-0.615319	0.161442	0.012748	-0.010244	1.000000	-0.000031	-0.000074	0.000091	-0.337821	-0.662711	0.306157	-0.594103	128.095207	-83.874402	-2.355419	0.106618	-0.004386	0.994290	-0.807188	-0.584290	0.083978	0.580585	-0.811533	-0.065836
47113														9.648960	0.741905	-0.606113	0.160815	0.012385	-0.010093	1.000000	-0.000009	-0.000058	0.000124	-0.337753	-0.662723	0.306268	-0.594072	128.230991	-83.877258	-2.494986	0.106558	-0.004643	0.994296	-0.807240	-0.584246	0.083783	0.580525	-0.811563	-0.066004
