// General information: 
//  MT Manager version: 2022.2.0 
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information: 
//  DeviceId: 00B4D200
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Year	Month	Day	Second	UTC_Nano	UTC_Year	UTC_Month	UTC_Day	UTC_Hour	UTC_Minute	UTC_Second	UTC_Valid	Acc_X	Acc_Y	Acc_Z	VelInc_X	VelInc_Y	VelInc_Z	OriInc_q0	OriInc_q1	OriInc_q2	OriInc_q3	Quat_q0	Quat_q1	Quat_q2	Quat_q3	Roll	Pitch	Yaw	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
32568														9.639592	0.174550	1.467139	0.160660	0.002910	0.024450	1.000000	0.000052	0.000017	0.000013	-0.338898	-0.592892	0.273541	-0.677349	11.993799	-81.338582	116.524679	-0.067253	0.134744	0.988596	-0.783466	-0.620647	0.031295	0.617785	-0.772426	0.147308
32569														9.682421	0.208461	1.471582	0.161374	0.003473	0.024526	1.000000	0.000056	0.000001	0.000002	-0.338880	-0.592929	0.273520	-0.677335	12.013681	-81.341659	116.508450	-0.067191	0.134715	0.988604	-0.783426	-0.620694	0.031335	0.617842	-0.772393	0.147245
32570														9.663437	0.244030	1.481502	0.161057	0.004065	0.024695	1.000000	0.000014	-0.000017	-0.000009	-0.338888	-0.592967	0.273525	-0.677295	12.039874	-81.346574	116.481248	-0.067090	0.134671	0.988617	-0.783437	-0.620678	0.031384	0.617839	-0.772414	0.147148
32571														9.668650	0.213614	1.470758	0.161144	0.003560	0.024512	1.000000	-0.000049	0.000005	-0.000010	-0.338928	-0.592976	0.273555	-0.677256	12.057254	-81.349193	116.457748	-0.067014	0.134658	0.988623	-0.783504	-0.620592	0.031419	0.617763	-0.772485	0.147094
32572														9.661991	0.195343	1.478961	0.161034	0.003262	0.024646	1.000000	-0.000076	0.000019	0.000024	-0.338979	-0.592950	0.273630	-0.677223	12.043417	-81.350835	116.460251	-0.067008	0.134630	0.988628	-0.783626	-0.620440	0.031378	0.617609	-0.772611	0.147074
32573														9.651360	0.160872	1.449069	0.160856	0.002693	0.024148	1.000000	-0.000084	0.000019	0.000061	-0.339011	-0.592910	0.273734	-0.677199	12.001432	-81.353328	116.490008	-0.067058	0.134557	0.988634	-0.783755	-0.620282	0.031261	0.617439	-0.772751	0.147055
32574														9.612435	0.140637	1.483382	0.160207	0.002362	0.024720	1.000000	-0.000064	0.000018	0.000103	-0.339008	-0.592863	0.273854	-0.677193	11.930373	-81.356824	116.550594	-0.067174	0.134432	0.988643	-0.783864	-0.620155	0.031066	0.617288	-0.772875	0.147034
32575														9.658114	0.136581	1.491097	0.160969	0.002296	0.024846	1.000000	-0.000067	0.000034	0.000114	-0.339006	-0.592802	0.273979	-0.677197	11.849361	-81.358918	116.620628	-0.067322	0.134317	0.988649	-0.783979	-0.620021	0.030851	0.617127	-0.773003	0.147043
32576														9.656024	0.126522	1.472886	0.160935	0.002128	0.024539	1.000000	-0.000074	0.000059	0.000106	-0.339019	-0.592724	0.274094	-0.677213	11.769164	-81.357977	116.689245	-0.067490	0.134251	0.988646	-0.784100	-0.619877	0.030649	0.616954	-0.773129	0.147102
32577														9.648673	0.147697	1.465824	0.160813	0.002470	0.024416	1.000000	-0.000088	0.000085	0.000039	-0.339069	-0.592651	0.274152	-0.677228	11.732223	-81.352614	116.716288	-0.067595	0.134302	0.988632	-0.784206	-0.619746	0.030572	0.616807	-0.773225	0.147212
32578														9.640929	0.172219	1.491621	0.160684	0.002877	0.024847	1.000000	-0.000127	0.000079	0.000021	-0.339171	-0.592567	0.274241	-0.677214	11.706597	-81.347535	116.724413	-0.067653	0.134371	0.988619	-0.784396	-0.619509	0.030524	0.616560	-0.773403	0.147311
32579														9.654860	0.163980	1.461116	0.160916	0.002739	0.024338	1.000000	-0.000149	0.000083	0.000017	-0.339279	-0.592480	0.274332	-0.677200	11.680810	-81.341941	116.732081	-0.067715	0.134448	0.988604	-0.784591	-0.619264	0.030478	0.616304	-0.773587	0.147420
